path,ex0,ey0,ex1,ey1,ex2,ey2,ex3,ey3,ex4,ey4,ex5,ey5,lane
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293197_001249.jpg,1.343,0.302,2.089,0.515,2.778,0.759,3.442,1.092,4.908,1.851,6.056,2.758,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293197_001250.jpg,0.699,0.178,1.460,0.332,2.166,0.519,2.848,0.794,4.341,1.480,4.987,1.887,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293197_001251.jpg,0.807,0.166,1.517,0.337,2.260,0.564,3.778,1.174,4.213,1.405,5.056,1.907,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293197_001252.jpg,0.613,0.124,1.326,0.282,2.073,0.494,3.603,1.074,4.042,1.297,4.895,1.782,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293198_001254.jpg,0.655,0.130,1.374,0.258,2.076,0.477,3.620,1.039,4.297,1.392,4.921,1.783,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293198_001255.jpg,0.732,0.135,1.491,0.302,3.053,0.789,3.505,0.985,4.385,1.417,5.010,1.841,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293198_001256.jpg,0.719,0.120,1.436,0.266,2.140,0.502,3.698,1.049,4.962,1.787,5.596,2.198,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293198_001257.jpg,0.798,0.113,1.512,0.291,3.086,0.762,3.782,1.074,4.429,1.427,5.698,2.232,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293198_001258.jpg,1.411,0.237,2.374,0.486,3.037,0.736,3.741,1.036,5.028,1.770,5.040,1.809,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293198_001259.jpg,0.726,0.107,2.321,0.471,2.787,0.632,3.697,0.995,4.353,1.369,5.650,2.123,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293198_001260.jpg,1.665,0.276,2.384,0.455,3.101,0.728,3.768,1.042,4.431,1.402,5.742,2.175,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293198_001262.jpg,1.739,0.267,2.213,0.399,3.144,0.707,3.821,1.042,5.161,1.718,5.790,2.143,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293198_001263.jpg,0.797,0.108,2.414,0.438,3.766,0.997,4.450,1.319,5.134,1.686,6.198,2.450,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293199_001264.jpg,1.750,0.231,2.483,0.446,3.172,0.707,4.539,1.330,5.665,2.072,5.830,2.128,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293199_001265.jpg,1.006,0.058,1.697,0.216,2.435,0.417,3.810,0.970,3.827,1.007,4.480,1.394,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293199_001269.jpg,0.612,0.006,1.361,0.170,2.068,0.383,2.776,0.640,4.187,1.212,4.815,1.570,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293199_001271.jpg,0.406,0.025,1.369,0.212,2.083,0.458,3.497,0.957,4.176,1.299,4.819,1.735,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293199_001272.jpg,0.724,0.108,1.436,0.304,2.150,0.546,3.573,1.085,4.210,1.428,5.317,2.162,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293199_001273.jpg,0.784,0.168,2.197,0.617,2.217,0.652,2.897,0.990,5.137,2.267,5.347,2.365,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293200_001274.jpg,0.583,0.158,1.998,0.600,2.017,0.636,2.699,0.971,4.945,2.237,5.155,2.334,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293200_001275.jpg,1.349,0.438,2.068,0.670,2.792,0.948,3.944,1.571,4.597,1.997,5.602,2.807,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293200_001276.jpg,0.734,0.268,2.166,0.724,3.372,1.327,3.543,1.364,4.627,2.076,5.650,2.920,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293200_001277.jpg,1.393,0.488,1.414,0.523,2.107,0.833,4.397,2.019,4.611,2.108,5.190,2.575,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293200_001278.jpg,0.637,0.299,2.079,0.712,2.777,1.012,3.445,1.409,4.071,1.814,5.137,2.547,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293200_001279.jpg,0.738,0.341,2.199,0.769,2.859,1.063,4.020,1.710,4.660,2.147,5.680,2.948,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293200_001280.jpg,1.416,0.498,2.661,1.016,2.835,1.040,3.966,1.675,5.044,2.445,5.658,2.923,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293200_001281.jpg,1.509,0.507,2.225,0.761,2.916,1.115,3.567,1.481,4.677,2.145,6.207,3.519,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293200_001282.jpg,0.729,0.307,1.483,0.488,2.707,0.956,3.410,1.293,4.512,1.966,4.701,2.089,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293201_001283.jpg,1.443,0.457,2.129,0.686,3.346,1.219,4.026,1.592,5.118,2.291,5.691,2.790,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293201_001284.jpg,0.065,0.185,0.798,0.383,3.245,1.195,3.471,1.250,4.116,1.620,4.775,2.035,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293201_001286.jpg,0.736,0.224,2.001,0.563,2.735,0.827,3.900,1.383,4.101,1.485,5.173,2.176,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293201_001287.jpg,1.382,0.397,1.557,0.390,2.783,0.815,3.981,1.381,4.670,1.743,5.293,2.182,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293201_001288.jpg,1.201,0.329,1.376,0.318,2.612,0.712,3.824,1.248,4.522,1.593,5.155,2.016,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293201_001289.jpg,0.747,0.156,1.496,0.361,2.208,0.587,3.429,1.010,5.208,2.044,5.849,2.450,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293201_001290.jpg,1.262,0.248,2.018,0.436,3.234,0.870,3.444,0.952,4.581,1.530,5.235,1.921,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293201_001292.jpg,0.909,0.149,1.636,0.317,2.888,0.642,4.743,1.531,5.415,1.884,5.422,1.906,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293202_001293.jpg,0.722,0.093,1.453,0.243,2.713,0.537,4.590,1.379,5.270,1.716,5.278,1.737,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293202_001294.jpg,0.219,-0.030,1.501,0.169,2.781,0.512,3.523,0.746,4.214,1.067,4.866,1.412,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293202_001295.jpg,1.312,0.111,2.598,0.428,3.346,0.647,4.042,0.953,4.702,1.286,5.346,1.680,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293202_001296.jpg,0.866,0.017,2.131,0.273,2.351,0.324,3.559,0.735,4.261,1.029,5.597,1.751,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293202_001297.jpg,0.676,0.028,1.956,0.215,3.897,0.897,4.603,1.175,4.613,1.195,5.926,1.915,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293202_001298.jpg,0.462,-0.008,1.745,0.156,3.698,0.804,4.409,1.069,4.418,1.090,5.745,1.787,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293202_001299.jpg,1.517,0.107,1.739,0.147,2.965,0.497,3.682,0.756,5.052,1.410,5.687,1.789,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293202_001300.jpg,1.353,0.095,3.319,0.703,4.035,0.954,4.045,0.975,5.385,1.645,6.016,2.082,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293202_001301.jpg,0.290,-0.055,1.024,0.065,1.787,0.221,2.508,0.469,4.395,1.186,5.074,1.528,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293202_001302.jpg,0.824,0.051,1.587,0.203,2.310,0.448,4.202,1.153,4.882,1.492,5.517,1.921,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293203_001303.jpg,0.624,0.037,1.388,0.184,2.112,0.424,4.009,1.118,4.691,1.452,5.329,1.877,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293203_001304.jpg,1.415,0.179,2.138,0.414,3.536,0.959,4.219,1.287,4.866,1.645,5.472,2.095,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293203_001305.jpg,1.195,0.156,1.919,0.385,3.322,0.917,4.008,1.240,4.658,1.592,5.268,2.038,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293203_001306.jpg,0.770,0.115,1.500,0.334,3.415,0.976,4.106,1.291,4.755,1.699,5.369,2.136,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293203_001307.jpg,1.911,0.467,2.641,0.676,2.652,0.695,4.029,1.285,4.685,1.684,5.997,2.680,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293203_001308.jpg,0.719,0.098,1.454,0.298,2.156,0.528,2.851,0.822,4.386,1.535,5.014,1.957,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293203_001310.jpg,0.676,0.195,2.622,0.733,3.329,1.010,3.999,1.382,4.636,1.786,5.954,2.762,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293203_001311.jpg,0.683,0.159,2.125,0.577,2.834,0.843,3.510,1.141,4.154,1.537,5.549,2.494,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293204_001312.jpg,0.648,0.164,1.361,0.357,2.071,0.614,3.642,1.244,4.291,1.632,4.753,1.980,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293204_001313.jpg,2.030,0.580,2.748,0.829,3.433,1.174,4.085,1.552,5.442,2.474,5.522,2.604,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293204_001314.jpg,0.677,0.200,2.134,0.626,2.822,0.898,4.251,1.736,4.329,1.735,4.958,2.202,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293204_001315.jpg,0.755,0.256,1.475,0.484,3.070,1.051,3.734,1.411,4.209,1.741,5.592,2.690,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293204_001316.jpg,0.822,0.289,0.836,0.307,2.274,0.725,2.973,1.042,4.396,1.872,5.038,2.321,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293204_001317.jpg,1.520,0.490,2.218,0.733,3.681,1.511,3.759,1.507,4.407,1.947,5.655,2.799,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293204_001318.jpg,1.326,0.453,2.028,0.687,3.501,1.445,3.579,1.440,4.232,1.872,5.491,2.707,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293204_001319.jpg,0.660,0.347,2.284,0.826,2.967,1.150,3.459,1.454,4.891,2.326,5.557,2.813,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293204_001320.jpg,0.013,0.204,1.472,0.543,2.187,0.822,3.653,1.573,4.319,1.987,5.020,2.429,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293204_001321.jpg,0.842,0.398,1.552,0.602,2.243,0.907,3.755,1.667,4.426,2.072,5.105,2.541,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293205_001322.jpg,0.652,0.359,1.366,0.550,2.063,0.842,3.588,1.575,4.266,1.967,4.953,2.424,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293205_001323.jpg,0.749,0.360,1.478,0.598,2.179,0.873,3.659,1.581,3.758,1.697,5.055,2.462,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293205_001324.jpg,0.844,0.385,2.391,0.979,2.468,0.966,3.164,1.325,4.506,2.018,5.253,2.466,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293205_001325.jpg,0.682,0.332,2.242,0.889,2.319,0.873,3.024,1.215,4.383,1.875,5.140,2.305,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293205_001326.jpg,0.603,0.302,1.326,0.520,2.919,1.090,3.635,1.410,4.366,1.792,5.098,2.174,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293205_001327.jpg,0.744,0.328,1.470,0.527,3.017,1.073,3.128,1.178,4.500,1.800,5.281,2.185,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293205_001328.jpg,0.705,0.299,2.285,0.763,3.016,1.045,3.788,1.348,3.879,1.490,5.308,2.096,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293205_001329.jpg,0.771,0.322,2.405,0.760,3.144,1.021,3.904,1.342,4.664,1.664,5.445,2.046,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293205_001330.jpg,0.589,0.267,2.234,0.662,2.980,0.903,3.748,1.205,4.516,1.506,5.307,1.868,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293206_001332.jpg,1.569,0.407,2.326,0.609,3.126,0.827,3.231,0.958,4.718,1.407,5.527,1.727,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293206_001335.jpg,0.553,0.157,2.209,0.413,3.012,0.608,3.858,0.815,4.690,1.067,5.523,1.318,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293206_001336.jpg,0.366,0.109,2.030,0.322,2.837,0.496,3.688,0.681,4.527,0.911,5.366,1.141,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293206_001339.jpg,1.467,0.120,2.284,0.242,3.145,0.372,3.997,0.548,4.849,0.723,5.746,0.908,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293206_001340.jpg,0.818,0.027,1.644,0.088,1.773,0.196,3.318,0.352,4.174,0.510,5.029,0.669,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293207_001341.jpg,1.588,0.053,2.454,0.150,3.267,0.284,4.170,0.433,5.028,0.575,5.887,0.717,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293207_001344.jpg,1.479,-0.004,2.348,0.055,3.212,0.159,4.075,0.263,4.985,0.373,5.848,0.477,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293207_001345.jpg,0.664,-0.107,0.801,-0.008,2.353,0.030,3.218,0.124,4.083,0.218,4.993,0.316,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293207_001346.jpg,0.901,-0.092,1.772,-0.056,2.638,0.025,3.504,0.107,4.415,0.192,5.282,0.274,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293207_001347.jpg,0.079,-0.922,0.100,-1.747,0.120,-2.572,0.092,-3.355,-0.098,-5.037,-0.221,-5.782,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293207_001348.jpg,0.082,-0.944,0.101,-1.815,0.117,-2.640,0.007,-4.313,-0.028,-4.890,-0.156,-5.635,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293207_001349.jpg,1.517,-0.104,2.384,-0.044,3.252,0.015,4.166,0.078,5.034,0.137,5.902,0.196,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293207_001350.jpg,0.928,-0.147,1.797,-0.094,2.665,-0.041,3.579,0.014,4.447,0.067,5.361,0.123,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293208_001351.jpg,0.909,-0.149,1.778,-0.101,2.647,-0.052,3.561,-0.001,4.429,0.047,5.298,0.095,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293208_001352.jpg,0.077,-0.900,0.126,-1.768,0.129,-2.639,0.130,-3.465,-0.010,-5.135,-0.055,-5.712,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293208_001353.jpg,0.064,-0.924,0.113,-1.793,0.117,-2.664,0.074,-4.169,0.120,-4.314,-0.068,-5.944,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293208_001354.jpg,0.801,-0.117,1.716,-0.066,2.584,-0.017,3.453,0.032,4.367,0.084,5.235,0.132,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293208_001355.jpg,0.963,-0.097,1.831,-0.049,2.745,0.003,3.614,0.051,4.482,0.100,5.397,0.152,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293208_001356.jpg,0.939,-0.087,1.808,-0.038,2.722,0.013,3.590,0.061,4.459,0.110,5.373,0.161,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293208_001357.jpg,0.017,-0.893,0.065,-1.761,0.114,-2.630,0.116,-3.501,0.071,-5.007,0.117,-5.152,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293208_001358.jpg,0.007,-0.920,0.055,-1.789,0.104,-2.657,0.061,-4.210,0.152,-4.351,0.106,-5.179,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293208_001359.jpg,0.803,-0.059,1.717,-0.009,2.586,0.039,3.500,0.090,4.369,0.138,5.237,0.186,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293209_001364.jpg,0.845,-0.029,1.714,0.008,2.583,0.045,3.498,0.084,4.367,0.120,5.282,0.159,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293209_001365.jpg,0.958,-0.032,1.874,0.000,2.743,0.031,3.658,0.064,4.527,0.094,5.397,0.125,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293209_001367.jpg,0.009,-0.850,0.029,-1.765,0.048,-2.635,0.067,-3.504,0.087,-4.420,0.105,-5.244,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293209_001368.jpg,0.025,-0.876,0.039,-1.792,0.052,-2.662,0.065,-3.531,0.079,-4.447,0.092,-5.317,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293209_001369.jpg,0.828,-0.077,1.698,-0.069,2.614,-0.061,3.483,-0.053,4.353,-0.046,5.223,-0.038,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293210_001370.jpg,0.988,-0.073,1.858,-0.065,2.774,-0.057,3.644,-0.049,4.513,-0.041,5.337,0.012,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293210_001371.jpg,0.965,-0.070,1.835,-0.061,2.705,-0.052,3.621,-0.043,4.491,-0.034,5.314,0.020,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293210_001372.jpg,0.896,-0.069,1.811,-0.060,2.681,-0.051,3.597,-0.042,4.421,-0.034,5.290,0.020,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293210_001373.jpg,0.852,-0.067,1.768,-0.058,2.637,-0.050,3.507,-0.041,4.377,-0.033,5.201,0.021,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293210_001374.jpg,0.828,-0.065,1.744,-0.057,2.613,-0.048,3.483,-0.040,5.236,0.120,6.058,0.173,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293210_001375.jpg,0.783,-0.064,1.699,-0.055,2.569,-0.047,3.438,-0.039,4.262,0.015,5.086,0.068,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293210_001376.jpg,0.962,-0.060,1.832,-0.052,2.748,-0.043,3.572,-0.035,4.441,0.019,5.895,0.161,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293210_001377.jpg,0.917,-0.059,1.787,-0.051,2.657,-0.042,3.527,-0.034,4.351,0.019,5.174,0.118,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293210_001378.jpg,0.872,-0.057,1.741,-0.049,2.611,-0.041,4.364,0.119,5.186,0.172,5.758,0.209,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293210_001379.jpg,0.848,-0.054,1.718,-0.046,2.587,-0.037,3.411,0.016,4.235,0.070,5.058,0.169,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293211_001380.jpg,0.939,-0.035,1.855,-0.020,2.679,-0.006,3.548,0.054,5.000,0.206,5.101,0.261,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293211_001381.jpg,0.914,-0.012,1.784,0.009,2.654,0.029,3.476,0.095,4.298,0.206,5.955,0.480,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293211_001382.jpg,0.867,0.009,1.737,0.036,3.485,0.233,4.306,0.304,4.877,0.353,5.854,0.580,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293211_001387.jpg,0.849,0.055,1.672,0.129,2.494,0.204,3.314,0.323,4.041,0.486,5.644,0.866,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293211_001388.jpg,0.824,0.054,1.646,0.125,2.468,0.196,4.120,0.482,4.645,0.576,5.574,0.893,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293212_001392.jpg,0.799,0.050,1.623,0.097,3.283,0.336,3.809,0.414,4.747,0.705,6.098,1.306,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293212_001393.jpg,0.797,0.036,2.252,0.159,2.355,0.213,4.016,0.487,4.703,0.713,5.391,1.030,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293212_001394.jpg,0.709,0.019,1.534,0.102,3.199,0.319,3.931,0.493,5.291,1.032,5.312,1.027,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293212_001395.jpg,0.825,0.046,1.651,0.123,2.385,0.248,4.005,0.545,4.697,0.807,6.061,1.428,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293213_001399.jpg,0.812,0.052,1.550,0.157,3.177,0.412,3.876,0.655,5.256,1.240,5.912,1.577,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293213_001400.jpg,1.633,0.129,2.163,0.180,3.115,0.421,4.496,0.951,4.518,0.990,5.859,1.614,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293213_001401.jpg,1.754,0.139,2.493,0.279,3.876,0.755,3.898,0.749,5.285,1.361,6.394,2.058,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293213_001402.jpg,0.694,0.020,1.688,0.155,2.433,0.291,3.135,0.521,4.522,1.033,4.923,1.246,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293213_001403.jpg,0.735,0.090,2.368,0.302,3.072,0.528,4.467,1.077,5.132,1.397,6.253,2.127,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293213_001404.jpg,1.725,0.172,2.426,0.347,3.135,0.613,4.536,1.153,5.205,1.514,5.832,1.922,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293213_001405.jpg,1.057,0.098,1.805,0.220,2.511,0.436,3.907,0.921,4.313,1.125,5.253,1.634,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293213_001407.jpg,0.676,0.046,1.638,0.242,3.042,0.707,3.066,0.745,4.435,1.306,5.071,1.703,1
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293213_001408.jpg,0.472,0.033,1.436,0.223,2.843,0.679,2.867,0.717,4.239,1.269,4.878,1.661,1
